show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in
s872,Movie,Early to Bed,Jack Kinney,,United States,"November 12, 2019",1941,TV-G,9 min,"Animation, Comedy, Family"
s873,Movie,Earth Live,Glenn Weiss,"Jane Lynch, Phil Keoghan, Chris Packham",United States,"November 12, 2019",2017,TV-PG,94 min,"Animals & Nature, Documentary, Family"
s874,Movie,Easter Island Unsolved,Geoff Luck,Peter Demeo,United States,"November 12, 2019",2018,TV-14,45 min,"Documentary, Historical"
s875,Movie,Eddie's Million Dollar Cook-off,Paul Hoen,"Taylor Ball, Orlando Brown, Reiley McClendon, Mark Taylor, Rose McIver, Kylie Leydon",United States,"November 12, 2019",2003,TV-G,86 min,"Comedy, Coming of Age, Sports"
s876,Movie,Eight Below,Frank Marshall,"Paul Walker, Bruce Greenwood, Moon Bloodgood, Wendy Crewson, Gerard Plunkett, August Schellenberg",United States,"November 12, 2019",2006,PG,122 min,"Action-Adventure, Animals & Nature, Drama"
s877,TV Show,Elena of Avalor (Shorts),,"Aimee Carrero, Jenna Ortega, Maximus Riegel, Gia Lopez, Desmond Gerber, Mick Wingert",,"November 12, 2019",2017,TV-Y,2 Seasons,"Action-Adventure, Animation, Fantasy"
s878,Movie,Emil and the Detectives,Peter Tewksbury,"Walter Slezak, Roger Mobley, Heinz Schubert, Peter Ehrlich, Cindy Cassell, Elsa Wagner",United States,"November 12, 2019",1964,TV-PG,98 min,"Action-Adventure, Crime, Family"
s879,Movie,Empire of Dreams: The Story of the Star Wars Trilogy,"Edith Becker, Kevin Burns","Robert Clotworthy, Walter Cronkite, Anthony Daniels, Warwick Davis, Carrie Fisher, Harrison Ford",United States,"November 12, 2019",2004,TV-14,151 min,Documentary
s880,TV Show,Encore!,,"Kristen Bell, Roger Love, Susan Egan, Ali Stroker, Stephen Schwartz",United States,"November 12, 2019",2019,TV-14,1 Season,"Music, Reality"
s881,Movie,Escape to Witch Mountain,John Hough,"Eddie Albert, Ray Milland, Donald Pleasence, Kim Richards, Ike Eisenmann, Walter Barnes",United States,"November 12, 2019",1975,G,98 min,"Action-Adventure, Family, Fantasy"
s882,TV Show,Even Stevens,,"Shia LaBeouf, Christy Romano, Nick Spano, Tom Virtue, Donna Pescow",United States,"November 12, 2019",2000,TV-PG,3 Seasons,"Comedy, Coming of Age, Kids"
s883,Movie,Expedition Mars: Spirit & Opportunity,Mark Davis,Bray Poor,United States,"November 12, 2019",2019,TV-PG,88 min,Documentary
s884,Movie,Fantasia,"Samuel Armstrong, James Algar, Bill Roberts","Deems Taylor, Walt Disney, Leopold Stokowski",United States,"November 12, 2019",1940,G,126 min,"Animation, Family, Fantasy"
s885,Movie,Fantasia 2000,"Pixote Hunt, Hendel Butoy, Eric Goldberg","Steve Martin, Itzhak Perlman, Quincy Jones, Bette Midler, James Jones, Penn Teller",United States,"November 12, 2019",2000,G,76 min,"Animation, Family, Fantasy"
s886,TV Show,Fantastic Four (Series),,"Beau Weaver, Lori Alan, Chuck McCann, Brian Green, Stan Lee, Pauline Lomas",United States,"November 12, 2019",1994,TV-Y7,1 Season,"Action-Adventure, Animation, Kids"
s887,TV Show,Fantastic Four: World's Greatest Heroes,,"Christopher Jacot, Hiro Kanagawa, Lara Gilchrist, Brian Dobson",United States,"November 12, 2019",2007,TV-Y7,1 Season,"Action-Adventure, Animation, Kids"
s888,Movie,Ferdinand the Bull,Dick Rickard,,United States,"November 12, 2019",1938,TV-G,8 min,"Animation, Comedy, Family"
s889,Movie,Finding Dory,"Andrew Stanton, Angus MacLane","Ellen DeGeneres, Albert Brooks, Ed O'Neill, Kaitlin Olson, Hayden Rolence, Ty Burrell",United States,"November 12, 2019",2016,PG,98 min,"Action-Adventure, Animation, Comedy"
s890,Movie,Finding Nemo,Andrew Stanton,"Albert Brooks, Ellen DeGeneres, Alexander Gould, Willem Dafoe, Brad Garrett, Allison Janney","United States, Australia","November 12, 2019",2003,G,103 min,"Action-Adventure, Animation, Comedy"
s891,Movie,First Kid,David Evans,"Sinbad , Robert Guillaume, Timothy Busfield, Brock Pierce, James Naughton, Art Fleur",United States,"November 12, 2019",1996,PG,102 min,"Buddy, Comedy, Coming of Age"
s892,Movie,Flight of the Navigator,Randal Kleiser,"Joey Cramer, Veronica Cartwright, Cliff De Young, Sarah Parker, Matt Adler, Howard Hesseman",United States,"November 12, 2019",1986,PG,90 min,"Action-Adventure, Science Fiction"
s893,Movie,Float,Bobby Rubio,"Eli Fucile, Bobby Rubio, Luna Watson, Mika Kubo",United States,"November 12, 2019",2019,PG,10 min,"Animation, Family, Fantasy"
s894,Movie,Flowers and Trees,Burt Gillett,,United States,"November 12, 2019",1932,TV-Y7,8 min,"Animation, Family, Kids"
s895,Movie,Flubber,Les Mayfield,"Robin Williams, Marcia Harden, Christopher McDonald, Raymond Barry, Clancy Brown, Ted Levine",United States,"November 12, 2019",1997,PG,96 min,"Comedy, Family, Science Fiction"
s896,Movie,Food for Feudin',Charles Nichols,,United States,"November 12, 2019",1950,TV-G,7 min,"Animation, Comedy, Family"
s897,Movie,For the Birds,Ralph Eggleston,,United States,"November 12, 2019",2001,G,4 min,"Animation, Comedy, Family"
s898,Movie,Forky Asks a Question: What is Money?,Bob Peterson,"Tony Hale, John Ratzenberger, Bob Peterson",United States,"November 12, 2019",2019,TV-G,6 min,"Animation, Comedy, Family"
s899,Movie,Frank and Ollie,Theodore Thomas,"Frank Thomas, Ollie Johnston, Sylvia Roemer, John Canemaker, John Culhane, Marie Johnston",United States,"November 12, 2019",1995,PG,89 min,"Biographical, Documentary"
s900,Movie,Frankenweenie (Short),Tim Burton,"Shelley Duvall, Daniel Stern, Barret Oliver",United States,"November 12, 2019",1984,PG,27 min,"Drama, Parody, Science Fiction"
s901,Movie,Freaky Friday,Mark Waters,"Jamie Curtis, Lindsay Lohan, Harold Gould, Chad Murray, Stephen Tobolowsky, Christina Vidal",United States,"November 12, 2019",2003,PG,98 min,"Comedy, Family, Fantasy"
s902,Movie,Free Solo,"Elizabeth Vasarhelyi, Jimmy Chin","Alex Honnold, Tommy Caldwell",United States,"November 12, 2019",2018,TV-PG,101 min,"Action-Adventure, Documentary, Sports"
s903,Movie,Frenemies,Daisy Mayer,"Zendaya , Bella Thorne, Mary Mouser, Nick Robinson, Stefanie Scott, Connor Price",United States,"November 12, 2019",2012,TV-G,88 min,"Anthology, Comedy, Coming of Age"
s904,Movie,Frozen,"Chris Buck, Jennifer Lee","Kristen Bell, Idina Menzel, Jonathan Groff, Josh Gad, Santino Fontana, Alan Tudyk",United States,"November 12, 2019",2013,PG,105 min,"Animation, Family, Fantasy"
s905,Movie,Full-Court Miracle,Stuart Gillard,"Alex Linz, R.H. Thomson, Sean Marquette, Jase Blankfort, Erik Knudsen, David Sazant",United States,"November 12, 2019",2003,TV-G,95 min,"Coming of Age, Drama, Sports"
s906,Movie,Fun and Fancy Free,"Jack Kinney, W. Roberts, Hamilton Luske","Edgar Bergen, Dinah Shore, Luana Patten, Clarence Nash, Mickey Mouse, Cliff Edwards",United States,"November 12, 2019",1947,G,74 min,"Action-Adventure, Animation, Comedy"
s907,Movie,Fuzzbucket,Mick Garris,"Chris Hebert, Phil Fondacaro, Joe Regalbuto, Wendy Phillips, Robyn Lively, John Vernon",United States,"November 12, 2019",1986,TV-G,46 min,"Buddy, Comedy, Coming of Age"
s908,TV Show,Gargoyles,,"Thom Hernandez, Edward Asner, Jeff Bennett, Keith David, Bill Fagerbakke, Jonathan Frakes",United States,"November 12, 2019",1994,TV-Y7,3 Seasons,"Action-Adventure, Animation, Fantasy"
s909,Movie,Geek Charming,Jeffrey Hornaday,"Sarah Hyland, Matt Prokop, Sasha Pieterse, Jordan Nichols, Vanessa Morgan, Lili Simmons",United States,"November 12, 2019",2011,TV-G,99 min,"Comedy, Coming of Age, Drama"
s910,Movie,Genius,Rod Daniel,"Trevor Morgan, Emmy Rossum, Yannick Bisson, Peter Keleghan, Philip Granger, Charles Fleischer",United States,"November 12, 2019",1999,TV-G,86 min,"Comedy, Coming of Age"
s911,Movie,George & A.J.,Josh Cooley,"Jason Topolski, A.J. Riebli  III, Steve Purcell, Peter Sohn, Bob Peterson, Kim Donovan",United States,"November 12, 2019",2009,TV-G,4 min,"Animation, Comedy, Family"
s912,Movie,Geri's Game,Jan Pinkava,Bob Peterson,United States,"November 12, 2019",1997,G,5 min,"Animation, Family, Kids"
s913,Movie,Get a Clue,Maggie Greenwald,"Lindsay Lohan, Bug Hall, Ian Gomez, Brenda Song, Ali Mukadam, Dan Lett",United States,"November 12, 2019",2002,TV-G,84 min,"Drama, Mystery"
s914,Movie,Giants of the Deep Blue,Ken Corben,Bill Graves,,"November 12, 2019",2018,TV-PG,45 min,"Animals & Nature, Documentary, Family"
s915,TV Show,Girl Meets World,,"Rowan Blanchard, Ben Savage, Sabrina Carpenter, Peyton Meyer, August Maturo, Danielle Fishel",United States,"November 12, 2019",2013,TV-G,3 Seasons,"Comedy, Coming of Age, Family"
s916,Movie,Go Figure,Francine McDougall,"Jordan Hinson, Whitney Sloan, Cristine Rose",United States,"November 12, 2019",2005,TV-G,89 min,"Coming of Age, Sports"
s917,Movie,Going to the Mat,Stuart Gillard,"Andrew Lawrence, Khleo Thomas, Alessandra Toreson, Billy Brown, Brenda Strong, Brian Wimmer",United States,"November 12, 2019",2004,TV-G,92 min,"Coming of Age, Sports"
s918,TV Show,Good Luck Charlie,,"Bridgit Mendler, Leigh-Allyn Baker, Bradley Perry, Mia Talerico, Eric Kramer, Jason Dolley",United States,"November 12, 2019",2009,TV-G,4 Seasons,"Comedy, Coming of Age, Family"
s919,Movie,"Good Luck Charlie, It's Christmas!",Arlene Sanford,"Bridgit Mendler, Leigh-Allyn Baker, Bradley Perry, Mia Talerico, Debra Monk, Michael Kagan",United States,"November 12, 2019",2011,TV-G,82 min,"Comedy, Coming of Age, Family"
s920,TV Show,Goof Troop,,"Nancy Cartwright, Jim Cummings, Dana Hill, Rob Paulson, Corey Burton, Bill Farmer",United States,"November 12, 2019",1992,TV-Y7,1 Season,"Animation, Comedy, Kids"
s921,Movie,Gotta Kick it Up,Ramon Menendez,"Camille Guaty, America Ferrera, Jhoanna Flores, Suilma Rodriguez, Sabrina Wiener, Miguel Sandoval",United States,"November 12, 2019",2002,TV-G,85 min,"Coming of Age, Dance, Drama"
s922,Movie,Grand Canyonscope,C. Nichols,,United States,"November 12, 2019",1954,TV-G,7 min,"Animation, Comedy, Family"
s923,Movie,Grasshopper and the Ants,Wilfred Jackson,,United States,"November 12, 2019",1934,TV-G,8 min,"Animation, Family, Music"
s924,TV Show,Great Migrations,,Alec Baldwin,United States,"November 12, 2019",2010,TV-PG,1 Season,"Animals & Nature, Docuseries, Survival"
s925,Movie,Greyfriars Bobby,Don Chaffey,"Donald Crisp, Laurence Naismith, Alex Mackenzie, Duncan Macrae, Andrew Cruickshank, Gordon Jackson",United States,"November 12, 2019",1961,TV-G,91 min,"Animals & Nature, Drama, Family"
s926,Movie,Gus,Vincent McEveety,"Edward Asner, Don Knotts, Gary Grimes, Tim Conway, Liberty Williams, Dick Van Patten",United States,"November 12, 2019",1976,G,97 min,"Animals & Nature, Comedy, Family"
s927,Movie,Halloweentown,Duwayne Dunham,"Debbie Reynolds, Judith Hoag, Kimberly Brown, Joey Zimmerman, Phillip Van Dyke, Emily Roeske",United States,"November 12, 2019",1998,TV-PG,84 min,"Action-Adventure, Comedy, Coming of Age"
s928,Movie,Halloweentown High,Mark Dippé,"Kimberly Brown, Judith Hoag, Joey Zimmerman, Emily Roeske, Clifton Davis, Finn Wittrock",United States,"November 12, 2019",2004,TV-G,83 min,"Action-Adventure, Comedy, Fantasy"
s929,Movie,Halloweentown II: Kalabar's Revenge,Mary Lambert,"Kimberly Brown, Judith Hoag, Daniel Kountz, Joseph Zimmerman, Emily Roeske, Phillip Van Dyke",United States,"November 12, 2019",2001,TV-PG,81 min,"Action-Adventure, Fantasy"
s930,TV Show,Handy Manny,,"Wilmer Valderrama, Carlos Alazraqui, Dee Baker, Nika Futterman, Tom Kenny, Kath Soucie","United States, Canada","November 12, 2019",2006,TV-Y,3 Seasons,"Animation, Kids"
s931,TV Show,Hannah Montana,,"Miley Cyrus, Emily Osment, Mitchel Musso, Jason Earles, Billy Cyrus",United States,"November 12, 2019",2005,TV-G,4 Seasons,"Comedy, Coming of Age, Kids"
s932,Movie,Hannah Montana and Miley Cyrus: Best of Both Worlds Concert,Bruce Hendricks,"Miley Cyrus, Joe Jonas, Kevin Jonas, Nick Jonas, Kenny Ortega, Billy Cyrus",United States,"November 12, 2019",2008,G,83 min,"Concert Film, Documentary, Music"
s933,Movie,Hannah Montana The Movie,Peter Chelsom,"Miley Cyrus, Emily Osment, Margo Martindale, Jason Earles, Peter Gunn, Melora Hardin",United States,"November 12, 2019",2009,G,105 min,"Comedy, Coming of Age, Drama"
s934,Movie,Hatching Pete,Stuart Gillard,"Jason Dolley, Mitchel Musso, Tiffany Thornton, Josie Loren, Sean O'Bryan, Amy Farrington",United States,"November 12, 2019",2009,TV-G,90 min,"Comedy, Coming of Age"
s935,Movie,Hawaiian Holiday,Ben Sharpsteen,"Walt Disney, Marcellite Garner, Clarence Nash, Pinto Colvig",United States,"November 12, 2019",1937,TV-G,9 min,"Animation, Comedy, Family"
s936,Movie,Heavyweights,Steven Brill,"Tom McGowan, Aaron Schwartz, Shaun Weiss, Tom Hodges, Leah Lail, Paul Feig",United States,"November 12, 2019",1995,PG,98 min,"Comedy, Family"
s937,Movie,Herbie Goes Bananas,Vincent McEveety,"Cloris Leachman, Charles Smith, John Vernon, Stephen Burns, Elyssa Davalos, Joaquin Garay  III",United States,"November 12, 2019",1980,G,93 min,"Action-Adventure, Comedy, Family"
s938,Movie,Herbie Goes to Monte Carlo,Vincent McEveety,"Dean Jones, Don Knotts, Julie Sommars, Jacques Marin, Roy Kinnear, Bernard Fox",United States,"November 12, 2019",1977,G,105 min,"Action-Adventure, Comedy, Family"
s939,Movie,Herbie Rides Again,Robert Stevenson,"Helen Hayes, Ken Berry, Stefanie Powers, John McIntire, Keenan Wynn, Huntz Hall",United States,"November 12, 2019",1974,G,89 min,"Comedy, Family, Romantic Comedy"
s940,Movie,Hercules,"John Musker, Ron Clements","Tate Donovan, Joshua Keaton, Roger Bart, Danny DeVito, James Woods, Susan Egan","United States, France","November 12, 2019",1997,G,98 min,"Action-Adventure, Animation, Comedy"
s941,Movie,High School Musical,Kenny Ortega,"Zac Efron, Vanessa Hudgens, Ashley Tisdale, Lucas Grabeel, Alyson Reed, Corbin Bleu",United States,"November 12, 2019",2006,TV-G,100 min,"Coming of Age, Musical, Romance"
s942,Movie,High School Musical 2,Kenny Ortega,"Zac Efron, Vanessa Hudgens, Ashley Tisdale, Lucas Grabeel, Corbin Bleu, Monique Coleman",United States,"November 12, 2019",2007,TV-G,114 min,"Coming of Age, Musical"
s943,Movie,High School Musical 3: Senior Year,Kenny Ortega,"Zac Efron, Vanessa Hudgens, Ashley Tisdale, Lucas Grabeel, Corbin Bleu, Monique Coleman",United States,"November 12, 2019",2008,G,121 min,"Coming of Age, Family, Musical"
s944,TV Show,High School Musical: The Musical: The Series,,"Olivia Rodrigo, Joshua Bassett, Matt Cornett, Sofia Wylie, Larry Saperstein",United States,"November 12, 2019",2019,TV-PG,2 Seasons,"Comedy, Coming of Age, Drama"
s945,Movie,Hocus Pocus,Kenny Ortega,"Bette Midler, Sarah Parker, Kathy Najimy, Omri Katz, Thora Birch, Vinessa Shaw",United States,"November 12, 2019",1993,PG,96 min,"Comedy, Family, Fantasy"
s946,Movie,Home on the Range,"Will Finn, John Sanford","Roseanne Barr, Judi Dench, Jennifer Tilly, Steve Buscemi, G.W. Bailey, Cuba Gooding Jr.",United States,"November 12, 2019",2004,PG,82 min,"Animation, Comedy, Family"
s947,Movie,"Honey, I Blew Up the Kid",Randal Kleiser,"Rick Moranis, Marcia Strassman, Lloyd Bridges, Robert Oliveri, John Shea, Keri Russell",United States,"November 12, 2019",1992,PG,90 min,"Comedy, Family, Science Fiction"
s948,Movie,"Honey, I Shrunk the Kids",Joe Johnston,"Rick Moranis, Matt Frewer, Marcia Strassman, Kristine Sutherland, Thomas Brown, Jared Rushton","United States, Mexico","November 12, 2019",1989,PG,94 min,"Action-Adventure, Comedy, Family"
s949,Movie,"Honey, We Shrunk Ourselves",Dean Cundey,"Rick Moranis, Eve Gordon, Robin Bartlett, Allison Mack, Jake Richardson, Stuart Pankin",United States,"November 12, 2019",1997,PG,76 min,"Action-Adventure, Comedy, Fantasy"
s950,Movie,Horse Sense,Greg Beeman,"Joey Lawrence, Andy Lawrence, Susan Walters, M.C. Gainey, Leann Hunley, Robin Thomas",United States,"November 12, 2019",1999,TV-G,92 min,"Coming of Age, Drama"
s951,TV Show,Hostile Planet,,Bear Grylls,United States,"November 12, 2019",2019,TV-PG,1 Season,"Animals & Nature, Docuseries, Survival"
s952,Movie,Hounded,Neal Israel,"Tahj Mowry, Shia LaBeouf, Craig Kirkwood, Steven Bendik, Sara Paxton, Rachelle Carson",United States,"November 12, 2019",2001,TV-G,92 min,"Animals & Nature, Comedy, Coming of Age"
s953,Movie,How Dogs Got Their Shapes,,Jake Robards,United States,"November 12, 2019",2016,TV-PG,44 min,"Animals & Nature, Documentary, Family"
s954,Movie,How to Build a Better Boy,Paul Hoen,"Ashley Argota, Roger Bart, Kelli Berglund, Noah Centineo, China McClain, Matt Shively",United States,"November 12, 2019",2014,TV-G,94 min,"Action-Adventure, Comedy, Science Fiction"
s955,Movie,How to Fish,Jack Kinney,John McLeish,United States,"November 12, 2019",1942,TV-G,7 min,"Animation, Comedy, Family"
s956,Movie,How to Swim,Jack Kinney,,United States,"November 12, 2019",1942,TV-G,8 min,"Animation, Family, Parody"
s957,TV Show,Hulk and the Agents of S.M.A.S.H.,,"Fred Tatasciore, Clancy Brown, Seth Green, Eliza Dushku, Ben Diskin",United States,"November 12, 2019",2012,TV-Y7,2 Seasons,"Action-Adventure, Animation, Comedy"
s958,Movie,I'll Be Home for Christmas,Arlene Sanford,"Jonathan Thomas, Jessica Biel, Adam LaVorgna, Gary Cole, Eve Gordon, Lauren Maltby","United States, Canada","November 12, 2019",1998,PG,87 min,"Action-Adventure, Comedy, Coming of Age"
s959,Movie,Ice Age: The Great Egg-Scapade,Ricardo Curtis,"Raymond Albert Romano, John Leguizamo, Denis Leary, Queen Latifah",United States,"November 12, 2019",2016,TV-G,26 min,"Animation, Comedy, Family"
s960,Movie,Ice Princess,Tim Fywell,"Joan Cusack, Kim Cattrall, Michelle Trachtenberg, Hayden Panettiere, Trevor Blumas, Connie Ray","United States, Canada","November 12, 2019",2005,G,99 min,"Coming of Age, Drama, Romance"
s961,Movie,Inner Workings,Leo Matsuda,"Este Haim, Tucker Gilmore, Raymond Persi, Terri Douglas",United States,"November 12, 2019",2016,G,6 min,"Animation, Comedy, Family"
s962,Movie,Inside Out,Pete Docter,"Amy Poehler, Phyllis Smith, Richard Kind, Bill Hader, Lewis Black, Mindy Kaling",United States,"November 12, 2019",2015,PG,95 min,"Animation, Coming of Age, Family"
s963,Movie,Inspector Gadget,David Kellogg,"Matthew Broderick, Rupert Everett, Joely Fisher, Michelle Trachtenberg, Michael Hagerty, Andy Dick",United States,"November 12, 2019",1999,PG,80 min,"Action-Adventure, Comedy, Family"
s964,Movie,Inspector Gadget 2,Alex Zamm,"French Stewart, Elaine Hendrix, Caitlin Wachs, Tony Martin, John Batchelor, Mark Mitchell",United States,"November 12, 2019",2003,G,90 min,"Action-Adventure, Comedy, Family"
s965,Movie,Into the Grand Canyon,Pete McBride,,United States,"November 12, 2019",2019,TV-PG,82 min,"Action-Adventure, Animals & Nature, Documentary"
s966,Movie,Into the Okavango,Neil Gelinas,"Steve Boyes, Dr. Steve Boyes, Chris Boyes, Tumeletso Setlabosha, Gobonamang Kgetho, Adjany Costa","United States, Angola, Botswana, Namibia, South Africa","November 12, 2019",2018,TV-PG,94 min,"Action-Adventure, Animals & Nature, Documentary"
s967,Movie,Invincible,Ericson Core,"Mark Wahlberg, Greg Kinnear, Elizabeth Banks, Michael Rispoli, Kevin Conway, Kirk Acevedo",United States,"November 12, 2019",2006,PG,105 min,"Biographical, Family, Sports"
