show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in
s1174,Movie,Sacred Planet,Jon Long,"Robert Redford, Arapata McKay, Tsaan Ciqae, Mae Tui, Cy Peck Jr., Mutang Urud","Canada, Malaysia, United States","November 12, 2019",2004,G,47 min,"Animals & Nature, Documentary, Family"
s1175,Movie,Saludos Amigos,"Bill Roberts, Jack Kinney, Ham Luske",Fred Shields,United States,"November 12, 2019",1943,TV-PG,42 min,"Animation, Comedy, Family"
s1176,Movie,"Sammy, The Way-Out Seal",Norman Tokar,"Jack Carson, Robert Culp, Patricia Barry, Elisabeth Fraser, Michael McGreevey, Billy Mummy",United States,"November 12, 2019",1962,TV-G,43 min,"Animals & Nature, Comedy, Family"
s1177,Movie,Sanjay's Super Team,Sanjay Patel,"Brenton Schraff, Sunny Attar, Arun Rao, Jaquelynn Herrera",United States,"November 12, 2019",2015,PG,7 min,"Action-Adventure, Animation, Family"
s1178,Movie,Santa Paws 2: The Santa Pups,Robert Vince,"Cheryl Ladd, George Newbern, Pat Finn, Danny Woodburn, Obba Babatunde, Paul Rae",United States,"November 12, 2019",2012,G,92 min,"Fantasy, Musical"
s1179,Movie,Santa's Workshop,Wilfred Jackson,,United States,"November 12, 2019",1932,TV-G,7 min,"Animation, Family, Fantasy"
s1180,Movie,Saving Mr. Banks,John Hancock,"Emma Thompson, Tom Hanks, Colin Farrell, Paul Giamatti, Jason Schwartzman, Bradley Whitford","United States, United Kingdom, Australia","November 12, 2019",2013,PG-13,129 min,"Biographical, Drama, Historical"
s1181,Movie,Science Fair,"Cristina Costantini, Darren Foster","Anjali Chadha, Ryan Folz, Harsha Paladugu, Abraham Riedel-Mishaan, Kashfia Rahman, Ivo Zell",United States,"November 12, 2019",2018,PG,91 min,"Documentary, Family"
s1182,Movie,Sea of Hope: America's Underwater Treasures,Robert Nixon,Max Kennedy,United States,"November 12, 2019",2017,TV-PG,47 min,"Action-Adventure, Animals & Nature, Documentary"
s1183,Movie,Secret of The Wings,Peggy Holmes,"Mae Whitman, Lucy Hale, Timothy Dalton, Jeff Bennett, Lucy Liu, Raven-Symoné","United States, India, United Kingdom","November 12, 2019",2012,G,79 min,"Animation, Fantasy, Kids"
s1184,Movie,Secretariat,Randall Wallace,"Diane Lane, John Malkovich, Dylan Walsh, James Cromwell, Kevin Connolly, Nelsan Ellis",United States,"November 12, 2019",2010,PG,124 min,"Animals & Nature, Biographical, Drama"
s1185,Movie,Secrets of Christ's Tomb: Explorer Special,Bob Strange,,United States,"November 12, 2019",2017,TV-PG,47 min,"Documentary, Historical"
s1186,Movie,Secrets of Life,James Algar,Winston Hibler,United States,"November 12, 2019",1956,TV-PG,70 min,"Animals & Nature, Documentary, Family"
s1187,Movie,Secrets of the King Cobra,,Andre Braugher,India,"November 12, 2019",2012,TV-PG,47 min,"Animals & Nature, Documentary"
s1188,TV Show,Shake It Up,,"Bella Thorne, Zendaya , Davis Cleveland, Roshon Fegan, Adam Irigoyen, Kenton Duty",United States,"November 12, 2019",2010,TV-G,3 Seasons,"Buddy, Comedy, Coming of Age"
s1189,Movie,Sharks of Lost Island,,Chris McLinden,United States,"November 12, 2019",2013,TV-PG,45 min,"Action-Adventure, Animals & Nature, Documentary"
s1190,Movie,Sharpay's Fabulous Adventure,Michael Lembeck,"Ashley Tisdale, Austin Butler, Cameron Goodman, Bradley Perry, Alec Mapa, Jack Plotnick",United States,"November 12, 2019",2011,TV-G,92 min,"Comedy, Coming of Age, Music"
s1191,Movie,Shipwrecked,Nils Gaup,"Stian Smestad, Trond Peter Munch, Louisa Haigh, Gabriel Byrne, Bjørn Sundquist, Eva von Hanno","Norway, Sweden, United States","November 12, 2019",1991,PG,93 min,"Action-Adventure, Coming of Age, Family"
s1192,TV Show,Silver Surfer,,"Paul Essiembre, James Blendick, Robert Bockstael, Jennifer Daley, Colin Fox","United States, Canada","November 12, 2019",1997,TV-Y7,1 Season,"Action-Adventure, Animation, Kids"
s1193,Movie,Simpsons Movie,David Silverman,"Dan Castellaneta, Julie Kavner, Nancy Cartwright, Yeardley Smith, Harry Shearer, Hank Azaria",United States,"November 12, 2019",2007,PG-13,88 min,"Action-Adventure, Animation, Comedy"
s1194,Movie,Sister Act,Emile Ardolino,"Whoopi Goldberg, Maggie Smith, Harvey Keitel, Bill Nunn, Mary Wickes, Kathy Najimy",United States,"November 12, 2019",1992,PG,101 min,"Comedy, Crime, Family"
s1195,Movie,Sister Act 2: Back in the Habit,Bill Duke,"Whoopi Goldberg, Kathy Najimy, Barnard Hughes, Mary Wickes, James Coburn, Michael Jeter",United States,"November 12, 2019",1993,PG,108 min,"Comedy, Family, Music"
s1196,Movie,Skyrunners,Ralph Hemecker,"Kelly Blatz, Joey Pollari, Conrad Coates, Jacqueline Wood, Nathan Stephenson, Kerry Laifatt",United States,"November 12, 2019",2009,TV-PG,93 min,"Action-Adventure, Science Fiction"
s1197,Movie,Sleeping Beauty,Clyde Geronimi,"Mary Costa, Eleanor Audley, Barbara Luddy, Taylor Holmes, Bill Shirley, Verna Felton",United States,"November 12, 2019",1959,G,77 min,"Animation, Family, Fantasy"
s1198,Movie,Smart House,LeVar Burton,"Ryan Merriman, Kevin Kilner, Jessica Steen, Katie Volding, Katey Sagal, Emilio Borelli",United States,"November 12, 2019",1999,TV-G,82 min,"Comedy, Coming of Age, Drama"
s1199,Movie,Smash and Grab,Brian Larsen,,United States,"November 12, 2019",2019,PG,8 min,"Animation, Buddy, Family"
s1200,Movie,Snow White and The Seven Dwarfs,David Hand,"Adriana Caselotti, Harry Stockwell, Lucille LaVerne, Moroni Olsen, Billy Gilbert, Pinto Colvig",United States,"November 12, 2019",1937,G,84 min,"Animation, Family, Fantasy"
s1201,Movie,Snowball Express,Norman Tokar,"Dean Jones, Nancy Olson, Harry Morgan, Keenan Wynn, Johnny Whitaker, Michael McGreevy",United States,"November 12, 2019",1972,G,94 min,"Comedy, Family, Sports"
s1202,Movie,Snowglobe,Ron Lagomarsino,"Christina Milian, Erin Karpluk, Hilda Doherty, Jason Schombing, James Kot, Andrew Krivanek",United States,"November 12, 2019",2007,TV-PG,90 min,"Comedy, Family, Fantasy"
s1203,TV Show,So Weird,,"Cara DeLizia, Patrick Levis, Erik von Detten, Belinda Metz, Dave Ward, Mackenzie Phillips",Canada,"November 12, 2019",1999,TV-Y7,3 Seasons,"Fantasy, Kids, Mystery"
s1204,Movie,Society Dog Show,Bill Roberts,"Pinto Colvig, Walt Disney",United States,"November 12, 2019",1939,TV-G,9 min,"Animation, Comedy, Family"
s1205,TV Show,Spider-Man (Shorts),,,,"November 12, 2019",2016,TV-Y7,1 Season,"Action-Adventure, Animation, Kids"
s1206,TV Show,Spider-Man and His Amazing Friends,,"Hans Conried, Jerry Dexter, George DiCenzo, Alan Dinehart, Walker Edminston, Michael Evans",United States,"November 12, 2019",1982,TV-Y7,1 Season,"Action-Adventure, Animation, Kids"
s1207,TV Show,Spider-Man Unlimited,,"Rino Romano, Kathleen Barr, Jim Byrnes, Garry Chalk, Paul Dobson","United States, Canada","November 12, 2019",1999,TV-Y7,1 Season,"Action-Adventure, Animation, Kids"
s1208,TV Show,Spider-Woman,,"Joan Ark, Bruce Miller, Bryan Scott, Lou Krugman, Dick Tufeld",United States,"November 12, 2019",1979,TV-Y7,1 Season,"Action-Adventure, Animation, Kids"
s1209,TV Show,Star Wars Forces of Destiny (Shorts),,"Ashley Eckstein, Matt Lanter, C1-10P a.k.a. ""Chopper"" , John Boyega, Vanessa Marshall, Felicity Jones",United States,"November 12, 2019",2016,TV-Y7,2 Seasons,"Action-Adventure, Animation, Anthology"
s1210,TV Show,Star Wars Rebels,,"Taylor Gray, Vanessa Marshall, Freddie Prinze Jr., Tiya Sircar, Steve Blum, C1-10P a.k.a. ""Chopper""",United States,"November 12, 2019",2014,TV-Y7,4 Seasons,"Action-Adventure, Animation, Kids"
s1211,TV Show,Star Wars Rebels (Shorts),,,,"November 12, 2019",2014,TV-Y7,1 Season,"Action-Adventure, Animation, Kids"
s1212,Movie,Star Wars: A New Hope (Episode IV),George Lucas,"Mark Hamill, Harrison Ford, Carrie Fisher, Peter Cushing, Alec Guinness, Anthony Daniels",United States,"November 12, 2019",1977,PG,125 min,"Action-Adventure, Science Fiction"
s1213,Movie,Star Wars: Attack of the Clones (Episode II),George Lucas,"Ewan McGregor, Natalie Portman, Hayden Christensen, Frank Oz, Ian McDiarmid, Pernilla August",United States,"November 12, 2019",2002,PG,143 min,"Action-Adventure, Science Fiction"
s1214,TV Show,Star Wars: Blips,,,United States,"November 12, 2019",2019,TV-Y7-FV,1 Season,Series
s1215,Movie,Star Wars: Return of the Jedi (Episode VI),Richard Marquand,"Mark Hamill, Harrison Ford, Carrie Fisher, Billy Williams, Anthony Daniels, Peter Mayhew",United States,"November 12, 2019",1983,PG,135 min,"Action-Adventure, Science Fiction"
s1216,Movie,Star Wars: Revenge of the Sith (Episode III),George Lucas,"Ewan McGregor, Natalie Portman, Hayden Christensen, Ian McDiarmid, Frank Oz, Jimmy Smits",United States,"November 12, 2019",2005,PG-13,140 min,"Action-Adventure, Science Fiction"
s1217,Movie,Star Wars: The Empire Strikes Back (Episode V),Irvin Kershner,"Mark Hamill, Harrison Ford, Carrie Fisher, Billy Williams, Anthony Daniels, David Prowse",United States,"November 12, 2019",1980,PG,127 min,"Action-Adventure, Science Fiction"
s1218,Movie,Star Wars: The Force Awakens (Episode VII),J.J. Abrams,"Harrison Ford, Mark Hamill, Carrie Fisher, Adam Driver, Daisy Ridley, John Boyega",United States,"November 12, 2019",2015,PG-13,139 min,"Action-Adventure, Science Fiction"
s1219,Movie,Star Wars: The Phantom Menace (Episode I),George Lucas,"Liam Neeson, Ewan McGregor, Natalie Portman, Jake Lloyd, Pernilla August, Frank Oz",United States,"November 12, 2019",1999,PG,136 min,"Action-Adventure, Science Fiction"
s1220,Movie,Starstruck,Michael Grossman,"Sterling Knight, Danielle Campbell, Maggie Castle, Brandon Smith, Chelsea Staub, Beth Littleford",United States,"November 12, 2019",2010,TV-G,81 min,"Comedy, Coming of Age, Music"
s1221,Movie,Steamboat Willie,"Walt Disney, Ub Iwerks",Walt Disney,United States,"November 12, 2019",1928,TV-Y7,8 min,"Animation, Family, Kids"
s1222,Movie,Stepsister from Planet Weird,Steve Boyum,"Courtnee Draper, Tamara Hope, Lance Guest, Khrystyne Haje, Vanessa Chester, Myles Jeffrey",United States,"November 12, 2019",2000,TV-G,86 min,"Comedy, Family, Science Fiction"
s1223,Movie,Stitch! The Movie,"Tony Craig, Bobs Gannaway","Daveigh Chase, Chris Sanders, Tia Carrere, David Stiers, Kevin McDonald, Ving Rhames",United States,"November 12, 2019",2003,G,62 min,"Animation, Comedy, Family"
s1224,Movie,Stonehenge Decoded: Secrets Revealed,Christopher Spencer,Craig Sechler,United Kingdom,"November 12, 2019",2008,TV-PG,44 min,Documentary
s1225,Movie,Stuck in the Suburbs,Savage Holland,"Danielle Panabaker, Brenda Song, Amanda Shaw, CiCi Hedgepeth, Jennie Garland, Ryan Belleville",United States,"November 12, 2019",2004,TV-G,79 min,"Comedy, Coming of Age, Music"
s1226,Movie,Sultan and the Rock Star,Ed Abroms,"Timothy Hutton, Ken Swofford, Bruce Glover, Ned Romero, Richard Paul, Pat Delany",United States,"November 12, 2019",1980,TV-PG,47 min,"Action-Adventure, Animals & Nature, Family"
s1227,Movie,Super Buddies,Robert Vince,"Jeremy Shinder, Tenzing Trainor, Ty Panitz, G. Hannelius, Cooper Roth, Colin Hanks",United States,"November 12, 2019",2013,G,83 min,"Action-Adventure, Comedy, Family"
s1228,Movie,Swiss Family Robinson,Edward Ludwig,"Thomas Mitchell, Edna Best, Freddie Bartholomew, Terry Kilburn, Tim Holt, Baby Quillan",United States,"November 12, 2019",1940,PG,94 min,"Action-Adventure, Family, Survival"
s1229,TV Show,TaleSpin,,"Charlie Adler, Jim Cummings, Ed Gilbert, Chuck McCann, Alan Roberts, Sally Struthers",United States,"November 12, 2019",1990,TV-G,1 Season,"Action-Adventure, Animation, Kids"
s1230,Movie,Tall Tale,Jeremiah Chechik,"Scott Glenn, Oliver Platt, Nick Stahl, Stephen Lang, Roger Brown, Jared Harris",United States,"November 12, 2019",1995,PG,97 min,"Action-Adventure, Western"
s1231,Movie,Tangled,"Nathan Greno, Byron Howard","Mandy Moore, Zachary Levi, Donna Murphy, Ron Perlman, M.C. Gainey, Jeffrey Tambor",United States,"November 12, 2019",2010,PG,101 min,"Action-Adventure, Animation, Family"
s1232,Movie,Tangled Before Ever After,"Tom Caulfield, Stephen Sandoval","Zachary Levi, Mandy Moore, Eden Espinosa, Clancy Brown, Julie Bowen, Laura Benanti",United States,"November 12, 2019",2017,TV-Y7,58 min,"Animation, Coming of Age, Fantasy"
s1233,Movie,Tarzan & Jane,Steve Loter,"Michael Weiss, Olivia d'Abo, Rene Auberjonois, Jeff Bennett, Jim Cummings, Grey DeLisle",United States,"November 12, 2019",2002,TV-PG,78 min,"Action-Adventure, Animation"
s1234,Movie,Teacher's Pet,Timothy Björklund,"Nathan Lane, Kelsey Grammer, Shaun Fleming, Debra Rupp, David Stiers, Jerry Stiller",United States,"November 12, 2019",2004,PG,75 min,"Animation, Comedy, Family"
s1235,Movie,Teen Beach 2,Jeffrey Hornaday,"Ross Lynch, Maia Mitchell, Grace Phipps, Garrett Clayton, John DeLuca, Chrissie Fit",United States,"November 12, 2019",2015,TV-G,106 min,"Fantasy, Musical"
s1236,Movie,Teen Beach Movie,Jeffrey Hornaday,"Ross Lynch, Maia Mitchell, Grace Phipps, Garrett Clayton, John DeLuca, Chrissie Fit",United States,"November 12, 2019",2013,TV-G,97 min,"Coming of Age, Fantasy, Musical"
s1237,Movie,Teen Spirit,Gil Junger,"Cassie Scerbo, Lindsey Shaw, Chris Zylka, Tim Gunn, Carissa Capobianco, Gabriela Lopez",United States,"November 12, 2019",2011,TV-14,82 min,"Buddy, Comedy, Coming of Age"
s1238,Movie,That Darn Cat,Bob Spiers,"Christina Ricci, Doug Doug, George Dzundza, Peter Boyle, Michael McKean, Bess Armstrong",United States,"November 12, 2019",1997,PG,90 min,"Animals & Nature, Comedy, Family"
s1239,Movie,That Darn Cat!,Robert Stevenson,"Hayley Mills, Dean Jones, Dorothy Provine, Roddy McDowall, Neville Brand, Elsa Lanchester",United States,"November 12, 2019",1965,G,116 min,"Animals & Nature, Comedy, Family"
s1240,Movie,The Absent-Minded Professor,Robert Stevenson,"Fred MacMurray, Nancy Olson, Keenan Wynn, Tommy Kirk, Leon Ames, Elliott Reid",United States,"November 12, 2019",1961,G,96 min,"Comedy, Family, Science Fiction"
s1241,Movie,The Adventures of André & Wally B.,Alvy Smith,,United States,"November 12, 2019",1984,TV-G,2 min,"Animation, Kids"
s1242,Movie,The Adventures of Bullwhip Griffin,James Neilson,"Roddy McDowall, Suzanne Pleshette, Karl Malden, Harry Guardino, Richard Haydn, Hermione Baddeley",United States,"November 12, 2019",1967,TV-PG,111 min,"Action-Adventure, Comedy, Family"
s1243,Movie,The Adventures of Huck Finn,Stephen Sommers,"Elijah Wood, Courtney Vance, Robbie Coltrane, Jason Robards, Ron Perlman, Dana Ivey",United States,"November 12, 2019",1993,PG,108 min,"Action-Adventure, Coming of Age, Drama"
s1244,Movie,The Adventures of Ichabod and Mr. Toad,"Jack Kinney, Clyde Geronimi, James Algar","Bing Crosby, Basil Rathbone, Eric Blore, Pat O'Malley, John Ployardt, Colin Campbell",United States,"November 12, 2019",1949,G,69 min,"Action-Adventure, Animation, Anthology"
s1245,TV Show,The Adventures of Spin and Marty,,"David Stollery, Tim Considine",United States,"November 12, 2019",1955,TV-G,1 Season,"Buddy, Coming of Age, Family"
s1246,Movie,The African Lion,James Algar,Winston Hibler,United States,"November 12, 2019",1955,G,72 min,"Animals & Nature, Documentary, Family"
s1247,Movie,The Apple Dumpling Gang,Norman Tokar,"Bill Bixby, Susan Clark, Don Knotts, Tim Conway, David Wayne, Slim Pickens",United States,"November 12, 2019",1975,G,100 min,"Comedy, Family, Western"
s1248,Movie,The Apple Dumpling Gang Rides Again,Vincent McEveety,"Tim Conway, Don Knotts, Tim Matheson, Kenneth Mars, Elyssa Davalos, Jack Elam",United States,"November 12, 2019",1979,G,89 min,"Comedy, Family, Western"
s1249,Movie,The Aristocats,Wolfgang Reitherman,"Phil Harris, Eva Gabor, Sterling Holloway, Scatman Crothers, Paul Winchell, Lord Tim Hudson",United States,"November 12, 2019",1970,G,81 min,"Action-Adventure, Animation, Comedy"
s1250,Movie,The Art of Skiing,Jack Kinney,John McLeish,United States,"November 12, 2019",1941,TV-G,8 min,"Animation, Comedy, Family"
s1251,TV Show,The Avengers: Earth's Mightiest Heroes,,"Eric Loomis, Bumper Robinson, Dawn Olivera, Phil LaMarr, Alex Desert, Kari Wuhrer",United States,"November 12, 2019",2010,TV-Y7,2 Seasons,"Action-Adventure, Animation, Kids"
s1252,TV Show,The Avengers: United They Stand,,"Martin Roach, Rod Wilson, Lenore Zann, Ron Rubin, Hamish McEwan, Lynda Ballantyne","France, Canada, United States","November 12, 2019",1999,TV-Y7,1 Season,"Action-Adventure, Animation, Kids"
s1253,Movie,The Band Concert,"Wilfred Jackson, Walt Disney",Clarence Nash,United States,"November 12, 2019",1935,TV-Y7,10 min,"Animation, Family, Kids"
s1254,Movie,The Bears and I,Bernard McEveety,"Patrick Wayne, Chief George, Andrew Duggan, Michael Ansara, Robert Pine, Val DeVargas",United States,"November 12, 2019",1974,TV-PG,83 min,"Animals & Nature, Drama, Family"
s1255,Movie,The Big Bad Wolf,Burt Gillett,,United States,"November 12, 2019",1934,TV-Y7,9 min,"Animation, Family, Musical"
s1256,Movie,The Biscuit Eater,Vincent McEveety,"Earl Holliman, Patricia Crowley, Lew Ayres, Godfrey Cambridge, Beah Richards, Clifton James",United States,"November 12, 2019",1972,G,93 min,"Animals & Nature, Drama, Family"
s1257,Movie,The Black Cauldron,"Ted Berman, Richard Rich","Grant Bardsley, Susan Sheridan, Freddie Jones, Nigel Hawthorne, Arthur Malet, John Byner","United States, United Kingdom","November 12, 2019",1985,PG,82 min,"Action-Adventure, Animation, Coming of Age"
s1258,Movie,The Black Hole,Gary Nelson,"Maximilian Schell, Anthony Perkins, Robert Forster, Joseph Bottoms, Yvette Mimieux, Ernest Borgnine",United States,"November 12, 2019",1979,PG,98 min,"Action-Adventure, Science Fiction, Thriller"
s1259,Movie,The Blue Umbrella,Saschka Unseld,Sarah Jaffe,United States,"November 12, 2019",2013,G,7 min,"Animation, Family, Kids"
s1260,TV Show,The Book of Once Upon a Time,,Kate Mulvany,,"November 12, 2019",2014,TV-Y,4 Seasons,"Animation, Anthology, Kids"
s1261,TV Show,The Book of Pooh,,"Jim Cummings, Paul Tiesler, Jeff Bennett, Peter Cullen, Stephanie d’Abruzzo, John Fiedler",United States,"November 12, 2019",2000,TV-Y,2 Seasons,"Comedy, Kids"
s1262,Movie,The Brave Little Toaster Goes to Mars,Robert Ramirez,"Deanna Oliver, Tim Stack, Roger Kabler, Thurl Ravenscroft, Eric Lloyd, Farrah Fawcett",United States,"November 12, 2019",1998,TV-G,73 min,"Action-Adventure, Animation, Kids"
s1263,Movie,The Castaway Cowboy,Vincent McEveety,"James Garner, Vera Miles, Robert Culp, Eric Shea, Elizabeth Smith, Manu Tupou",United States,"November 12, 2019",1974,G,91 min,"Action-Adventure, Family, Western"
s1264,Movie,The Cheetah Girls,Oz Scott,"Raven , Adrienne Bailon, Kiely Williams, Sabrina Bryan, Juan Chioran, Lori Alter","Canada, United States","November 12, 2019",2003,TV-G,94 min,"Coming of Age, Drama, Music"
s1265,Movie,The Cheetah Girls 2,Kenny Ortega,"Raven-Symoné , Adrienne Bailon, Sabrina Bryan, Kiely Williams, Belinda Peregrin, Lori Alter",United States,"November 12, 2019",2006,TV-G,98 min,"Coming of Age, Drama, Music"
s1266,Movie,The Cheetah Girls: One World,Paul Hoen,"Adrienne Bailon, Sabrina Bryan, Kiely Williams, Roshan Seth, Michael Steger, Kunal Sharma",United States,"November 12, 2019",2008,TV-G,85 min,"Comedy, Coming of Age, Music"
s1267,Movie,The Christmas Star,Alan Shapiro,"Edward Asner, René Auberjonois, Jim Metzler, Susan Tyrrell, Karen Landry, Alan North","Canada, United States","November 12, 2019",1986,TV-G,94 min,"Crime, Drama, Family"
s1268,Movie,The Chronicles of Narnia: Prince Caspian,Andrew Adamson,"Georgie Henley, Skandar Keynes, William Moseley, Anna Popplewell, Ben Barnes, Peter Dinklage","United States, Poland, Slovenia, Czech Republic, United Kingdom","November 12, 2019",2008,PG,154 min,"Action-Adventure, Family, Fantasy"
s1269,Movie,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",Andrew Adamson,"Georgie Henley, Skandar Keynes, William Moseley, Anna Popplewell, Tilda Swinton, James McAvoy","United Kingdom, United States","November 12, 2019",2005,PG,147 min,"Action-Adventure, Family, Fantasy"
s1270,Movie,The Color of Friendship,Kevin Hooks,"Carl Lumbly, Penny Johnson, Shadia Simmons, Anthony Burnett, Travis Davis, Lindsey Haun","Canada, United States","November 12, 2019",2000,TV-G,83 min,"Biographical, Drama"
s1271,Movie,The Computer Wore Tennis Shoes,Robert Butler,"Kurt Russell, Cesar Romero, Joe Flynn, William Schallert, Alan Hewitt, Richard Bakalyan",United States,"November 12, 2019",1969,G,90 min,"Comedy, Crime, Science Fiction"
s1272,Movie,The Country Bears,Peter Hastings,"Christopher Walken, Stephen Tobolowsky, Daryl Mitchell, M.C. Gainey, Diedrich Bader, Alex Rocco",United States,"November 12, 2019",2002,G,91 min,"Comedy, Music"
s1273,Movie,The Emperor's New Groove,Mark Dindal,"David Spade, John Goodman, Eartha Kitt, Patrick Warburton, Wendie Malick, Eli Linnetz",United States,"November 12, 2019",2000,G,82 min,"Action-Adventure, Animation, Family"
s1274,Movie,The Even Stevens Movie,Sean McNamara,"Shia LaBeouf, Christy Romano, Tom Virtue, Nick Spano, Steven Lawrence, A.J. Trauth",United States,"November 12, 2019",2003,TV-G,94 min,"Action-Adventure, Comedy"
s1275,Movie,The Flood,Brad Bestelink,Angela Bassett,United States,"November 12, 2019",2018,TV-PG,93 min,"Animals & Nature, Documentary"
s1276,Movie,The Fox and the Hound,"Art Stevens, Ted Berman, Richard Rich","Mickey Rooney, Kurt Russell, Pearl Bailey, Jack Albertson, Sandy Duncan, Jeanette Nolan",United States,"November 12, 2019",1981,G,85 min,"Action-Adventure, Animation, Buddy"
s1277,Movie,The Fox and the Hound 2,Jim Kammerud,"Reba McEntire, Patrick Swayze, Jonah Bobo, Harrison Fahn, Jeff Foxworthy, Vicki Lawrence",United States,"November 12, 2019",2006,G,73 min,"Action-Adventure, Animation, Buddy"
s1278,Movie,The Game Plan,Andy Fickman,"Dwayne Johnson, Kyra Sedgwick, Morris Chestnut, Roselyn Sanchez, Madison Pettis, Gordon Clapp",United States,"November 12, 2019",2007,PG,112 min,"Comedy, Family, Sports"
s1279,Movie,The Ghosts of Buxley Hall,Bruce Bilson,"Dick O'Neill, Victor French, Louise Latham, Rad Daly, Monte Markham, Ruta Lee",United States,"November 12, 2019",1980,TV-PG,93 min,"Comedy, Family, Fantasy"
s1280,Movie,The Goddess of Spring,Wilfred Jackson,,United States,"November 12, 2019",1934,TV-Y7,10 min,"Animation, Family, Fantasy"
s1281,Movie,The Golden Touch,Walt Disney,,United States,"November 12, 2019",1935,TV-Y7,11 min,"Animation, Family, Fantasy"
s1282,Movie,The Good Dinosaur,Peter Sohn,"Jeffrey Wright, Frances McDormand, Maleah Padilla, Ryan Teeple, Jack McGraw, Marcus Scribner",United States,"November 12, 2019",2015,PG,94 min,"Action-Adventure, Animation, Buddy"
s1283,Movie,The Great Muppet Caper,Jim Henson,"Jim Henson, Frank Oz, Dave Goelz, Jerry Nelson, Richard Hunt, Charles Grodin","United Kingdom, United States","November 12, 2019",1981,G,98 min,"Comedy, Crime, Family"
s1284,Movie,The Greatest Game Ever Played,Bill Paxton,"Shia LaBeouf, Stephen Dillane, Peter Firth, Elias Koteas, Stephen Marcus, Josh Flitter","United States, Canada","November 12, 2019",2005,PG,122 min,"Biographical, Sports"
s1285,Movie,The Haunted Mansion,Rob Minkoff,"Eddie Murphy, Terence Stamp, Nathaniel Parker, Marsha Thomason, Jennifer Tilly, Wallace Shawn",United States,"November 12, 2019",2003,PG,89 min,"Comedy, Family, Fantasy"
s1286,Movie,The Hockey Champ,Jack King,,United States,"November 12, 2019",1939,TV-G,9 min,"Animation, Comedy, Family"
s1287,Movie,The Hunchback of Notre Dame,"Gary Trousdale, Kirk Wise","Tom Hulce, Demi Moore, Tony Jay, Kevin Kline, Paul Kandel, Jason Alexander","United States, France","November 12, 2019",1996,G,96 min,"Action-Adventure, Animation, Family"
s1288,Movie,The Hunchback of Notre Dame II,Bradley Raymond,"Jason Alexander, Jennifer Hewitt, Tom Hulce, Paul Kandel, Charles Kimbrough, Kevin Kline",United States,"November 12, 2019",2002,G,69 min,"Action-Adventure, Animation, Family"
s1289,TV Show,The Imagineering Story,,,United States,"November 12, 2019",2019,TV-PG,1 Season,"Docuseries, Historical"
s1290,Movie,The Incredible Journey,Fletcher Markle,"Émile Genest, John Drainie, Tommy Tweed, Sandra Scott, Syme Jago, Marion Finlayson","Canada, United States","November 12, 2019",1963,G,80 min,"Action-Adventure, Animals & Nature, Family"
s1291,Movie,The Incredibles,Brad Bird,"Craig Nelson, Holly Hunter, Samuel Jackson, Jason Lee, Dominique Louis, Teddy Newton",United States,"November 12, 2019",2004,PG,116 min,"Action-Adventure, Animation, Family"
s1292,Movie,The Journey of Natty Gann,Jeremy Kagan,"Meredith Salenger, John Cusack, Ray Wise, Lainie Kazan, Scatman Crothers, Barry Miller",United States,"November 12, 2019",1985,PG,101 min,"Action-Adventure, Coming of Age, Drama"
s1293,Movie,The Jungle Book 2,Steve Trenbirth,"John Goodman, Haley Osment, Mae Whitman, Connor Funk, Bob Joles, Tony Jay","United States, Australia","November 12, 2019",2003,G,77 min,"Action-Adventure, Animation, Kids"
s1294,Movie,The Jungle Book: Mowgli's Story,Nick Marck,"Brandon Baker, Sherman Howard, Clancy Brown, Peri Gilpin, Wallace Shawn, Stephen Tobolowsky",United States,"November 12, 2019",1998,G,77 min,"Action-Adventure, Coming of Age, Family"
s1295,Movie,The Legend of Mor'du,Brian Larsen,"Julie Walters, Steve Purcell, Callum O'Neill",United States,"November 12, 2019",2012,TV-G,8 min,"Animation, Family, Fantasy"
s1296,Movie,The Lion King 1 1/2,Bradley Raymond,"Nathan Lane, Ernie Sabella, Julie Kavner, Jerry Stiller, Matthew Broderick, Robert Guillaume","Australia, United States","November 12, 2019",2004,G,80 min,"Action-Adventure, Animation, Comedy"
s1297,Movie,The Lion King 2: Simba's Pride,Darrell Rooney,"Matthew Broderick, Neve Campbell, Andy Dick, Robert Guillaume, James Jones, Moira Kelly","United States, Australia","November 12, 2019",1998,G,84 min,"Action-Adventure, Animation, Family"
s1298,Movie,The Little Mermaid,"Ron Clements, John Musker","René Auberjonois, Christopher Barnes, Jodi Benson, Pat Carroll, Paddi Edwards, Buddy Hackett",United States,"November 12, 2019",1989,G,86 min,"Animation, Family, Fantasy"
s1299,Movie,The Little Mermaid II:  Return to the Sea,Jim Kammerud,"Jodi Benson, Samuel Wright, Tara Charendoff, Pat Carroll, Buddy Hackett, Kenneth Mars","United States, Canada, Australia, Taiwan","November 12, 2019",2000,G,77 min,"Animation, Drama, Fantasy"
s1300,Movie,The Little Mermaid:  Ariel's Beginning,Peggy Holmes,"Jodi Benson, Samuel Wright, Jim Cummings, Sally Field, Tara Strong, Jennifer Hale",United States,"November 12, 2019",2008,G,79 min,"Animation, Drama, Family"
